,Unnamed: 0,game_id,player_id,civilization,won,victory_type,score,cities,population,territory,gold,gold_per_turn,happiness_percentage,science_per_turn,culture_per_turn,faith_per_turn,tourism_per_turn,technologies,chosen_ancient_policy,predicted_ancient_policy
8901,8901,a7b83ad1-bcb9-44af-b2a9-bbaffc555f65,2,France,False,Cultural,105,1,4,9,23,2.0,100,7,3,2,0,6,Authority,Tradition
8902,8902,a7b83ad1-bcb9-44af-b2a9-bbaffc555f65,3,Germany,False,Cultural,94,1,4,9,74,5.0,100,7,3,2,0,4,Authority,Authority
8903,8903,a7b83ad1-bcb9-44af-b2a9-bbaffc555f65,4,Polynesia,True,Cultural,90,1,5,9,55,7.0,100,7,3,0,0,4,Progress,Authority
8904,8904,a7cbc083-86a3-42d1-99e6-411b83b5c892,1,Greece,False,Cultural,171,2,9,21,56,3.0,88,9,8,6,0,6,Authority,Authority
8905,8905,a7cbc083-86a3-42d1-99e6-411b83b5c892,2,Mongolia,False,Cultural,102,1,5,9,63,3.0,100,7,3,2,0,5,Authority,Authority
8906,8906,a7cbc083-86a3-42d1-99e6-411b83b5c892,3,Germany,False,Cultural,97,1,4,9,34,7.0,100,7,3,4,0,5,Authority,Authority
8907,8907,a7cbc083-86a3-42d1-99e6-411b83b5c892,4,The Netherlands,True,Cultural,93,1,5,13,24,8.0,100,7,8,2,0,3,Tradition,Authority
8908,8908,a874f546-a063-46f8-9d0a-5dcad97b12c8,1,Austria,False,Diplomatic,95,1,5,9,40,6.0,100,7,5,0,0,4,Tradition,Authority
8909,8909,a874f546-a063-46f8-9d0a-5dcad97b12c8,2,Greece,True,Diplomatic,94,1,5,9,17,9.0,100,7,5,2,0,4,Tradition,Authority
8910,8910,a874f546-a063-46f8-9d0a-5dcad97b12c8,3,England,False,Diplomatic,100,1,5,9,85,7.0,100,7,3,2,0,5,Authority,Tradition
8911,8911,a874f546-a063-46f8-9d0a-5dcad97b12c8,4,Siam,False,Diplomatic,111,1,7,13,9,7.0,100,8,6,0,0,5,Tradition,Tradition
8912,8912,a8b10fc3-d9ae-40cc-8492-df212ce319d1,1,Austria,True,Diplomatic,97,1,5,13,88,9.0,100,7,5,2,0,4,Tradition,Authority
8913,8913,a8b10fc3-d9ae-40cc-8492-df212ce319d1,2,India,False,Diplomatic,92,1,5,13,10,4.0,100,8,3,4,0,3,Progress,Authority
8914,8914,a8b10fc3-d9ae-40cc-8492-df212ce319d1,3,Brazil,False,Diplomatic,92,1,5,9,16,7.0,100,7,3,2,0,4,Progress,Progress
8915,8915,a8b10fc3-d9ae-40cc-8492-df212ce319d1,4,The Zulus,False,Diplomatic,124,2,7,16,79,6.0,100,9,4,2,0,5,Authority,Tradition
8916,8916,a8ef5455-542a-425c-8838-2d72279ddbfd,1,Sweden,True,Domination,114,1,8,13,79,10.0,100,8,7,2,0,5,Tradition,Authority
8917,8917,a8ef5455-542a-425c-8838-2d72279ddbfd,2,Ethiopia,False,Domination,148,2,8,24,60,5.0,100,8,6,6,0,6,Tradition,Authority
8918,8918,a8ef5455-542a-425c-8838-2d72279ddbfd,3,Denmark,False,Domination,98,1,4,9,96,5.0,100,7,3,2,0,5,Authority,Tradition
8919,8919,a8ef5455-542a-425c-8838-2d72279ddbfd,4,Byzantium,False,Domination,89,1,7,9,40,5.0,92,8,6,2,0,3,Tradition,Tradition
8920,8920,a9661595-338d-421d-8113-f98c283fd70b,1,America,True,Cultural,89,1,5,8,163,5.0,100,7,3,0,0,4,Authority,Authority
8921,8921,a9661595-338d-421d-8113-f98c283fd70b,2,China,False,Cultural,97,1,8,9,35,6.0,87,8,7,2,0,4,Tradition,Tradition
8922,8922,a9661595-338d-421d-8113-f98c283fd70b,3,Byzantium,False,Cultural,101,1,6,13,70,8.0,100,8,6,2,0,4,Tradition,Tradition
8923,8923,a9661595-338d-421d-8113-f98c283fd70b,4,Morocco,False,Cultural,101,1,6,13,89,5.0,100,8,6,2,0,4,Tradition,Authority
8924,8924,a9722cd0-3465-4289-9fc3-54c08b539d8c,1,Austria,False,Cultural,113,1,7,17,24,4.0,92,8,6,0,0,5,Tradition,Authority
8925,8925,a9722cd0-3465-4289-9fc3-54c08b539d8c,2,Greece,True,Cultural,101,1,5,13,59,4.0,100,7,3,0,0,4,Progress,Authority
8926,8926,a9722cd0-3465-4289-9fc3-54c08b539d8c,3,Indonesia,False,Cultural,93,1,5,9,29,7.0,100,7,3,0,0,4,Progress,Authority
8927,8927,a9722cd0-3465-4289-9fc3-54c08b539d8c,4,Russia,False,Cultural,108,1,6,14,66,3.0,100,8,6,2,0,5,Tradition,Authority
8928,8928,aa091802-257c-4339-937d-4f50135a8839,1,Siam,False,Diplomatic,106,1,7,13,55,5.0,85,8,6,0,0,4,Tradition,Tradition
8929,8929,aa091802-257c-4339-937d-4f50135a8839,2,Portugal,False,Diplomatic,97,1,6,13,67,8.0,91,8,3,0,0,4,Progress,Tradition
8930,8930,aa091802-257c-4339-937d-4f50135a8839,3,The Celts,False,Diplomatic,85,1,4,9,67,7.0,100,7,3,2,0,3,Progress,Authority
8931,8931,aa091802-257c-4339-937d-4f50135a8839,4,Poland,True,Diplomatic,103,1,6,13,32,5.0,100,8,6,2,0,4,Tradition,Tradition
8932,8932,aa7fc0fc-7b8f-4ed8-96b4-b21daaaba560,1,Venice,False,Domination,109,1,7,17,56,11.0,92,8,6,4,0,4,Tradition,Authority
8933,8933,aa7fc0fc-7b8f-4ed8-96b4-b21daaaba560,2,Korea,False,Domination,89,1,5,9,6,6.0,100,7,3,0,0,4,Progress,Tradition
8934,8934,aa7fc0fc-7b8f-4ed8-96b4-b21daaaba560,3,Japan,False,Domination,109,1,4,13,14,3.0,100,7,3,2,0,6,Authority,Authority
8935,8935,aa7fc0fc-7b8f-4ed8-96b4-b21daaaba560,4,Austria,True,Domination,104,1,7,13,17,7.0,100,8,6,2,0,4,Tradition,Authority
8936,8936,aae1c21c-ef86-4e8e-9c52-18e49fb7c173,1,Sweden,False,Domination,106,1,6,13,51,6.0,91,8,3,0,0,5,Authority,Tradition
8937,8937,aae1c21c-ef86-4e8e-9c52-18e49fb7c173,2,Persia,False,Domination,94,1,4,9,20,6.0,100,7,4,0,0,4,Authority,Authority
8938,8938,aae1c21c-ef86-4e8e-9c52-18e49fb7c173,3,The Maya,False,Domination,102,1,7,14,34,8.0,92,8,6,0,0,4,Tradition,Authority
8939,8939,aae1c21c-ef86-4e8e-9c52-18e49fb7c173,4,The Huns,True,Domination,89,1,3,9,66,5.0,100,7,3,2,0,4,Authority,Authority
8940,8940,aaf48781-9535-4862-b143-a26907060fa0,1,Spain,True,Domination,90,1,6,9,84,3.0,100,8,6,4,0,3,Tradition,Authority
8941,8941,aaf48781-9535-4862-b143-a26907060fa0,2,Babylon,False,Domination,100,1,5,13,42,6.0,100,7,3,0,0,4,Progress,Authority
8942,8942,aaf48781-9535-4862-b143-a26907060fa0,3,Ethiopia,False,Domination,89,1,3,9,51,3.0,100,7,3,4,0,4,Progress,Authority
8943,8943,aaf48781-9535-4862-b143-a26907060fa0,4,Carthage,False,Domination,90,1,4,8,79,5.0,100,7,3,0,0,4,Progress,Authority
8944,8944,ab690741-3c71-4a9b-b462-a0b1452b6a0e,1,Persia,False,Domination,100,1,5,9,48,3.0,100,7,3,2,0,5,Authority,Authority
8945,8945,ab690741-3c71-4a9b-b462-a0b1452b6a0e,2,America,False,Domination,96,1,6,9,63,7.0,91,8,3,2,0,4,Authority,Authority
8946,8946,ab690741-3c71-4a9b-b462-a0b1452b6a0e,3,Egypt,False,Domination,100,1,4,13,61,5.0,100,7,5,2,0,4,Tradition,Authority
8947,8947,ab690741-3c71-4a9b-b462-a0b1452b6a0e,4,Sweden,True,Domination,105,1,4,13,22,9.0,100,8,3,3,0,5,Authority,Tradition
8948,8948,abd6c0ef-715b-4d02-b528-c9df5ebdb476,1,The Shoshone,False,Domination,192,2,9,33,44,8.0,100,7,7,5,0,7,Authority,Authority
8949,8949,abd6c0ef-715b-4d02-b528-c9df5ebdb476,2,Rome,False,Domination,107,1,5,13,69,1.0,100,7,3,2,0,5,Authority,Tradition
8950,8950,abd6c0ef-715b-4d02-b528-c9df5ebdb476,3,The Aztecs,False,Domination,103,1,5,9,42,2.0,100,7,3,2,0,6,Authority,Tradition
8951,8951,abd6c0ef-715b-4d02-b528-c9df5ebdb476,4,The Huns,True,Domination,109,1,5,17,95,4.0,100,7,3,2,0,4,Authority,Authority
8952,8952,ac9ae10c-2acd-4f11-bad0-07f1c444aca3,1,Songhai,True,Domination,112,1,6,13,20,1.0,100,9,6,2,0,5,Tradition,Authority
8953,8953,ac9ae10c-2acd-4f11-bad0-07f1c444aca3,2,Spain,False,Domination,88,1,4,9,43,8.0,100,7,3,3,0,3,Authority,Authority
8954,8954,ac9ae10c-2acd-4f11-bad0-07f1c444aca3,3,Byzantium,False,Domination,92,1,6,9,50,4.0,100,8,6,0,0,4,Tradition,Tradition
8955,8955,ac9ae10c-2acd-4f11-bad0-07f1c444aca3,4,England,False,Domination,118,1,6,17,49,6.0,91,8,3,0,0,6,Authority,Tradition
8956,8956,ad514857-339f-4db9-92ac-92566940f899,1,Portugal,False,Science,136,1,6,10,58,2.0,100,8,6,3,0,5,Progress,Tradition
8957,8957,ad514857-339f-4db9-92ac-92566940f899,2,The Huns,False,Science,103,1,6,9,76,6.0,91,8,3,0,0,5,Authority,Tradition
8958,8958,ad514857-339f-4db9-92ac-92566940f899,3,The Celts,True,Science,99,1,4,13,7,4.0,100,7,3,0,0,4,Progress,Tradition
8959,8959,ad514857-339f-4db9-92ac-92566940f899,4,Greece,False,Science,96,1,5,9,62,9.0,100,7,5,2,0,4,Tradition,Authority
8960,8960,b00b5806-ed5c-4d9f-a5f6-5a9c36e099ed,1,The Huns,True,Domination,170,1,7,10,108,7.0,100,9,7,6,0,6,Authority,Authority
8961,8961,b00b5806-ed5c-4d9f-a5f6-5a9c36e099ed,2,Portugal,False,Domination,98,1,5,13,10,5.0,100,7,3,0,0,4,Progress,Tradition
8962,8962,b00b5806-ed5c-4d9f-a5f6-5a9c36e099ed,3,Japan,False,Domination,106,1,6,13,34,2.0,100,8,3,0,0,5,Authority,Tradition
8963,8963,b00b5806-ed5c-4d9f-a5f6-5a9c36e099ed,4,Ethiopia,False,Domination,97,1,6,9,80,7.0,100,8,6,5,0,4,Tradition,Authority
8964,8964,b06563c1-8082-423f-b1e8-6cfa5770de36,1,Japan,False,Time,93,1,4,13,89,4.0,100,7,3,2,0,3,Authority,Authority
8965,8965,b06563c1-8082-423f-b1e8-6cfa5770de36,2,Austria,False,Time,93,1,6,9,96,9.0,100,8,6,2,0,4,Tradition,Authority
8966,8966,b06563c1-8082-423f-b1e8-6cfa5770de36,3,Sweden,True,Time,104,1,6,9,68,3.0,100,8,3,2,0,5,Authority,Tradition
8967,8967,b06563c1-8082-423f-b1e8-6cfa5770de36,4,Polynesia,False,Time,123,1,7,9,50,9.0,100,8,6,0,0,4,Tradition,Authority
8968,8968,b091446a-fce1-4e47-82ed-39c927c7c8e0,1,The Shoshone,False,Domination,113,1,7,21,38,7.0,100,8,6,0,0,4,Tradition,Progress
8969,8969,b091446a-fce1-4e47-82ed-39c927c7c8e0,2,America,False,Domination,95,1,5,9,60,6.0,100,7,3,2,0,4,Authority,Authority
8970,8970,b091446a-fce1-4e47-82ed-39c927c7c8e0,3,The Celts,True,Domination,107,1,7,17,39,6.0,100,8,6,2,0,4,Tradition,Tradition
8971,8971,b091446a-fce1-4e47-82ed-39c927c7c8e0,4,Assyria,False,Domination,90,1,3,13,20,3.0,100,7,3,2,0,4,Authority,Authority
8972,8972,b13707e3-761e-4b91-bb1a-369fd72a7a0c,1,The Huns,False,Domination,163,1,6,10,91,3.0,100,9,12,10,0,5,Authority,Authority
8973,8973,b13707e3-761e-4b91-bb1a-369fd72a7a0c,2,Morocco,False,Domination,105,1,7,13,61,8.0,100,8,6,0,0,4,Tradition,Tradition
8974,8974,b13707e3-761e-4b91-bb1a-369fd72a7a0c,3,Venice,False,Domination,97,1,4,13,75,6.0,100,7,3,2,0,4,Progress,Tradition
8975,8975,b13707e3-761e-4b91-bb1a-369fd72a7a0c,4,Babylon,True,Domination,99,1,4,13,17,5.0,100,7,3,0,0,4,Progress,Authority
8976,8976,b2ca677b-cff9-4a85-973e-252cd8dac3c2,1,Morocco,False,Domination,95,1,6,9,26,5.0,100,8,6,2,0,4,Tradition,Tradition
8977,8977,b2ca677b-cff9-4a85-973e-252cd8dac3c2,2,America,False,Domination,102,1,6,9,48,4.0,100,8,3,2,0,5,Authority,Tradition
8978,8978,b2ca677b-cff9-4a85-973e-252cd8dac3c2,3,England,False,Domination,95,1,5,9,80,9.0,100,7,3,2,0,4,Authority,Authority
8979,8979,b2ca677b-cff9-4a85-973e-252cd8dac3c2,4,The Huns,True,Domination,120,2,6,16,10,7.0,100,7,3,2,0,4,Authority,Authority
8980,8980,b4746d21-11a0-4fae-aa28-c0fa49ac19d5,1,Persia,False,Domination,111,1,7,17,41,8.0,100,8,6,2,0,4,Tradition,Authority
8981,8981,b4746d21-11a0-4fae-aa28-c0fa49ac19d5,2,Poland,False,Domination,98,1,7,9,54,6.0,100,8,6,3,0,4,Tradition,Tradition
8982,8982,b4746d21-11a0-4fae-aa28-c0fa49ac19d5,3,The Shoshone,False,Domination,109,1,5,22,26,8.0,100,7,3,0,0,4,Progress,Progress
8983,8983,b4746d21-11a0-4fae-aa28-c0fa49ac19d5,4,Rome,True,Domination,130,2,7,20,79,5.0,78,8,3,0,0,5,Authority,Authority
8984,8984,b6a67421-e97f-4a9d-95b6-723e5bb2acbe,1,The Huns,False,Domination,97,1,6,13,119,4.0,100,8,3,2,0,4,Authority,Authority
8985,8985,b6a67421-e97f-4a9d-95b6-723e5bb2acbe,2,France,True,Domination,107,1,6,17,137,2.0,100,8,3,2,0,4,Authority,Authority
8986,8986,b6a67421-e97f-4a9d-95b6-723e5bb2acbe,3,Korea,False,Domination,93,1,4,13,51,3.0,100,7,3,3,0,3,Progress,Authority
8987,8987,b6a67421-e97f-4a9d-95b6-723e5bb2acbe,4,The Maya,False,Domination,90,1,5,9,9,3.0,100,8,5,2,0,4,Tradition,Authority
8988,8988,b6d91a2a-f43c-40c2-80e8-cd778b96b27a,1,Siam,False,Diplomatic,99,1,7,9,12,5.0,100,8,6,2,0,4,Tradition,Tradition
8989,8989,b6d91a2a-f43c-40c2-80e8-cd778b96b27a,2,The Aztecs,False,Diplomatic,99,1,4,13,41,6.0,100,7,3,2,0,4,Authority,Authority
8990,8990,b6d91a2a-f43c-40c2-80e8-cd778b96b27a,3,Carthage,True,Diplomatic,99,1,5,13,35,5.0,100,7,3,0,0,4,Progress,Authority
8991,8991,b6d91a2a-f43c-40c2-80e8-cd778b96b27a,4,Brazil,False,Diplomatic,81,1,3,9,21,4.0,100,7,3,2,0,3,Progress,Authority
8992,8992,b9ad859f-ad82-442f-96e1-9aca11a7dd10,1,The Aztecs,False,Domination,107,1,6,13,101,6.0,100,8,3,2,0,5,Authority,Authority
8993,8993,b9ad859f-ad82-442f-96e1-9aca11a7dd10,2,Korea,False,Domination,91,1,5,9,67,6.0,100,7,3,0,0,4,Progress,Tradition
8994,8994,b9ad859f-ad82-442f-96e1-9aca11a7dd10,3,Songhai,True,Domination,101,1,5,13,61,1.0,100,7,3,2,0,5,Authority,Authority
8995,8995,b9ad859f-ad82-442f-96e1-9aca11a7dd10,4,Spain,False,Domination,100,1,4,9,117,5.0,100,7,3,3,0,5,Authority,Authority
8996,8996,b9eb9957-be0f-4b33-8397-4e464f2d9a87,1,Egypt,True,Cultural,100,1,6,13,60,2.0,100,9,6,4,0,4,Tradition,Authority
8997,8997,b9eb9957-be0f-4b33-8397-4e464f2d9a87,2,Greece,False,Cultural,101,1,6,13,19,5.0,100,8,7,2,0,4,Tradition,Authority
8998,8998,b9eb9957-be0f-4b33-8397-4e464f2d9a87,3,Portugal,False,Cultural,101,1,6,9,49,5.0,100,8,6,2,0,5,Tradition,Tradition
8999,8999,b9eb9957-be0f-4b33-8397-4e464f2d9a87,4,India,False,Cultural,114,1,5,13,65,6.0,100,7,6,3,0,3,Progress,Authority
9000,9000,b9ecf321-b249-4d49-9e0c-20885595ecb4,1,The Netherlands,False,Domination,83,1,6,9,78,9.0,100,8,9,0,0,2,Tradition,Progress
9001,9001,b9ecf321-b249-4d49-9e0c-20885595ecb4,2,America,False,Domination,94,1,4,9,17,1.0,100,10,3,2,0,4,Authority,Authority
9002,9002,b9ecf321-b249-4d49-9e0c-20885595ecb4,3,Polynesia,False,Domination,98,1,5,12,78,5.0,100,7,3,0,0,4,Progress,Authority
9003,9003,b9ecf321-b249-4d49-9e0c-20885595ecb4,4,Songhai,True,Domination,122,2,5,16,69,7.0,100,7,3,2,0,5,Authority,Authority
9004,9004,ba2382fd-f86f-424c-ae84-457755ce4ab2,1,Germany,True,Cultural,91,1,6,9,56,7.0,100,8,6,4,0,3,Tradition,Authority
9005,9005,ba2382fd-f86f-424c-ae84-457755ce4ab2,2,Rome,False,Cultural,106,1,5,17,59,6.0,100,7,3,3,0,4,Authority,Authority
9006,9006,ba2382fd-f86f-424c-ae84-457755ce4ab2,3,Austria,False,Cultural,82,1,4,9,76,5.0,100,7,5,2,0,3,Tradition,Authority
9007,9007,ba2382fd-f86f-424c-ae84-457755ce4ab2,4,The Zulus,False,Cultural,96,1,5,13,72,7.0,100,7,3,2,0,4,Authority,Authority
9008,9008,baa6e4f4-f85d-4933-8b61-e65c495158cf,1,France,False,Domination,94,1,5,9,42,5.0,100,7,5,0,0,4,Tradition,Tradition
9009,9009,baa6e4f4-f85d-4933-8b61-e65c495158cf,2,Spain,True,Domination,92,1,4,8,137,7.0,100,8,3,3,0,4,Authority,Authority
9010,9010,baa6e4f4-f85d-4933-8b61-e65c495158cf,3,Venice,False,Domination,95,1,7,9,23,4.0,100,8,6,2,0,3,Tradition,Tradition
9011,9011,baa6e4f4-f85d-4933-8b61-e65c495158cf,4,Rome,False,Domination,122,2,5,16,17,3.0,100,7,3,0,0,5,Authority,Tradition
9012,9012,baaa3f0d-82b4-47ad-8e22-bc38e58d4a82,1,The Ottomans,False,Diplomatic,89,1,6,9,84,8.0,100,8,6,2,0,3,Tradition,Tradition
9013,9013,baaa3f0d-82b4-47ad-8e22-bc38e58d4a82,2,Songhai,False,Diplomatic,100,1,5,9,9,5.0,100,7,3,0,0,5,Authority,Authority
9014,9014,baaa3f0d-82b4-47ad-8e22-bc38e58d4a82,3,The Zulus,False,Diplomatic,100,1,5,13,92,5.0,100,8,3,3,0,4,Authority,Authority
9015,9015,baaa3f0d-82b4-47ad-8e22-bc38e58d4a82,4,The Iroquois,True,Diplomatic,105,1,7,13,20,7.0,100,8,3,0,0,5,Authority,Authority
9016,9016,bb4c1dcb-8ee7-4fa1-ae7d-b1d6f2e28400,1,Persia,False,Cultural,99,1,4,9,25,3.0,100,7,3,0,0,5,Authority,Authority
9017,9017,bb4c1dcb-8ee7-4fa1-ae7d-b1d6f2e28400,2,America,True,Cultural,91,1,4,9,95,6.0,100,7,3,2,0,4,Authority,Authority
9018,9018,bb4c1dcb-8ee7-4fa1-ae7d-b1d6f2e28400,3,Byzantium,False,Cultural,99,1,4,17,67,7.0,100,7,3,2,0,4,Progress,Tradition
9019,9019,bb4c1dcb-8ee7-4fa1-ae7d-b1d6f2e28400,4,Denmark,False,Cultural,126,2,7,16,52,2.0,78,8,3,2,0,5,Authority,Tradition
9020,9020,bd8fc475-fe71-4754-bda3-828b6a581648,1,Korea,False,Domination,95,1,6,13,41,5.0,100,8,6,2,0,3,Tradition,Tradition
9021,9021,bd8fc475-fe71-4754-bda3-828b6a581648,2,Persia,False,Domination,115,2,5,16,18,4.0,100,7,3,0,0,4,Authority,Authority
9022,9022,bd8fc475-fe71-4754-bda3-828b6a581648,3,The Ottomans,False,Domination,96,1,5,13,39,7.0,100,7,5,2,0,4,Tradition,Tradition
9023,9023,bd8fc475-fe71-4754-bda3-828b6a581648,4,Japan,True,Domination,106,1,5,13,24,5.0,100,8,3,3,0,5,Authority,Authority
9024,9024,be0eaa3a-d44c-44ab-a0a7-1f3029bd2643,1,The Huns,False,Time,102,1,6,9,33,4.0,100,9,3,2,0,5,Authority,Authority
9025,9025,be0eaa3a-d44c-44ab-a0a7-1f3029bd2643,2,Indonesia,False,Time,93,1,6,8,62,7.0,91,8,3,0,0,4,Progress,Authority
9026,9026,be0eaa3a-d44c-44ab-a0a7-1f3029bd2643,3,The Zulus,True,Time,86,1,4,8,202,4.0,100,7,4,2,0,3,Authority,Authority
9027,9027,be0eaa3a-d44c-44ab-a0a7-1f3029bd2643,4,Polynesia,False,Time,88,1,4,9,69,3.0,100,7,3,2,0,4,Progress,Authority
9028,9028,be3b5fad-5801-4fc3-97f2-2840ea915a23,1,France,False,Cultural,109,1,7,13,86,5.0,100,9,6,0,0,5,Tradition,Tradition
9029,9029,be3b5fad-5801-4fc3-97f2-2840ea915a23,2,Japan,False,Cultural,100,1,5,9,55,8.0,100,7,3,0,0,5,Authority,Tradition
9030,9030,be3b5fad-5801-4fc3-97f2-2840ea915a23,3,Greece,True,Cultural,85,1,6,9,29,6.0,100,8,6,2,0,3,Tradition,Authority
9031,9031,be3b5fad-5801-4fc3-97f2-2840ea915a23,4,Morocco,False,Cultural,100,1,7,9,69,6.0,100,9,7,5,0,4,Tradition,Authority
9032,9032,be67739d-3dc4-4a54-a408-5d8ee48e02b3,1,Songhai,False,Domination,99,1,4,13,15,3.0,100,7,3,2,0,4,Authority,Authority
9033,9033,be67739d-3dc4-4a54-a408-5d8ee48e02b3,2,The Inca,True,Domination,89,1,5,13,38,3.0,100,7,3,2,0,3,Progress,Progress
9034,9034,be67739d-3dc4-4a54-a408-5d8ee48e02b3,3,Rome,False,Domination,90,1,4,9,90,7.0,100,7,3,0,0,4,Authority,Authority
9035,9035,be67739d-3dc4-4a54-a408-5d8ee48e02b3,4,Carthage,False,Domination,93,1,5,9,9,9.0,100,7,3,2,0,4,Progress,Authority
9036,9036,bf14aab7-8d38-4296-9953-938bc8d8d414,1,Babylon,False,Domination,155,1,7,14,61,7.0,100,9,4,5,0,7,Progress,Authority
9037,9037,bf14aab7-8d38-4296-9953-938bc8d8d414,2,China,False,Domination,88,1,5,9,162,7.0,100,7,3,2,0,3,Progress,Authority
9038,9038,bf14aab7-8d38-4296-9953-938bc8d8d414,3,The Aztecs,True,Domination,128,2,6,20,4,5.0,91,7,3,3,0,5,Authority,Authority
9039,9039,bf14aab7-8d38-4296-9953-938bc8d8d414,4,The Shoshone,False,Domination,119,1,7,24,68,9.0,92,8,6,0,0,4,Tradition,Progress
9040,9040,bfe092a6-a1cd-49cb-b591-81b7fb24cc9d,1,France,False,Science,104,1,8,13,64,7.0,87,8,7,0,0,4,Tradition,Tradition
9041,9041,bfe092a6-a1cd-49cb-b591-81b7fb24cc9d,2,Mongolia,False,Science,136,2,7,24,44,6.0,100,8,3,1,0,5,Authority,Progress
9042,9042,bfe092a6-a1cd-49cb-b591-81b7fb24cc9d,3,Indonesia,True,Science,99,1,5,13,55,8.0,100,7,3,1,0,4,Progress,Authority
9043,9043,bfe092a6-a1cd-49cb-b591-81b7fb24cc9d,4,The Maya,False,Science,98,1,5,14,39,4.0,100,7,3,0,0,4,Progress,Authority
9044,9044,c0161c02-f0f8-4699-b950-e9cc6f6a07a3,1,Byzantium,False,Diplomatic,81,1,3,9,49,5.0,100,7,3,2,0,3,Progress,Tradition
9045,9045,c0161c02-f0f8-4699-b950-e9cc6f6a07a3,2,Poland,False,Diplomatic,103,1,6,13,167,2.0,100,8,6,4,0,4,Tradition,Authority
9046,9046,c0161c02-f0f8-4699-b950-e9cc6f6a07a3,3,England,True,Diplomatic,101,1,6,9,51,4.0,100,8,3,2,0,5,Authority,Tradition
9047,9047,c0161c02-f0f8-4699-b950-e9cc6f6a07a3,4,Sweden,False,Diplomatic,100,1,5,9,24,7.0,100,7,3,3,0,5,Authority,Tradition
9048,9048,c05b22e9-5205-40b5-bd5a-3172bf127e80,1,The Inca,True,Domination,114,1,6,17,68,4.0,100,8,6,0,0,5,Tradition,Progress
9049,9049,c05b22e9-5205-40b5-bd5a-3172bf127e80,2,America,False,Domination,102,1,5,9,75,7.0,100,7,3,4,0,5,Authority,Authority
9050,9050,c05b22e9-5205-40b5-bd5a-3172bf127e80,3,Carthage,False,Domination,88,1,5,9,29,6.0,100,7,3,0,0,3,Progress,Authority
9051,9051,c05b22e9-5205-40b5-bd5a-3172bf127e80,4,Russia,False,Domination,96,1,5,10,59,7.0,100,7,3,2,0,4,Progress,Authority
9052,9052,c0e90834-8cb5-4517-a46d-73e94edc1144,1,Indonesia,True,Cultural,101,1,6,13,46,11.0,100,8,6,4,0,4,Tradition,Authority
9053,9053,c0e90834-8cb5-4517-a46d-73e94edc1144,2,Korea,False,Cultural,104,1,6,13,51,7.0,100,8,6,0,0,4,Tradition,Tradition
9054,9054,c0e90834-8cb5-4517-a46d-73e94edc1144,3,Portugal,False,Cultural,95,1,5,9,25,7.0,100,7,3,2,0,4,Progress,Tradition
9055,9055,c0e90834-8cb5-4517-a46d-73e94edc1144,4,Byzantium,False,Cultural,89,1,5,9,21,8.0,100,7,3,0,0,4,Progress,Tradition
9056,9056,c26abed5-fda8-4415-8378-5ec4cfd31b7b,1,The Iroquois,False,Cultural,92,1,6,9,59,9.0,100,8,6,2,0,3,Tradition,Authority
9057,9057,c26abed5-fda8-4415-8378-5ec4cfd31b7b,2,Ethiopia,False,Cultural,99,1,5,12,64,7.0,100,7,3,6,0,4,Progress,Authority
9058,9058,c26abed5-fda8-4415-8378-5ec4cfd31b7b,3,Venice,False,Cultural,97,1,6,13,65,7.0,100,8,3,0,0,4,Progress,Tradition
9059,9059,c26abed5-fda8-4415-8378-5ec4cfd31b7b,4,Japan,True,Cultural,100,1,5,9,65,6.0,100,7,3,3,0,5,Authority,Authority
9060,9060,c2b129c1-221c-4a7b-a7b7-04737286c17a,1,Indonesia,True,Domination,96,1,5,9,161,9.0,100,7,5,0,0,4,Tradition,Authority
9061,9061,c2b129c1-221c-4a7b-a7b7-04737286c17a,2,England,False,Domination,101,1,4,13,96,4.0,100,7,3,2,0,5,Authority,Authority
9062,9062,c2b129c1-221c-4a7b-a7b7-04737286c17a,3,Rome,False,Domination,101,1,5,13,78,3.0,100,7,3,0,0,4,Authority,Tradition
9063,9063,c2b129c1-221c-4a7b-a7b7-04737286c17a,4,Carthage,False,Domination,91,1,4,9,11,5.0,100,7,3,2,0,4,Progress,Authority
9064,9064,c3fc764d-004a-46d0-8d17-9023d9d2614e,1,The Huns,False,Diplomatic,100,1,6,13,89,7.0,100,9,6,2,0,4,Tradition,Authority
9065,9065,c3fc764d-004a-46d0-8d17-9023d9d2614e,2,Russia,False,Diplomatic,92,1,4,9,34,8.0,100,7,3,0,0,4,Progress,Authority
9066,9066,c3fc764d-004a-46d0-8d17-9023d9d2614e,3,Greece,True,Diplomatic,97,1,6,9,11,3.0,100,8,6,0,0,4,Tradition,Tradition
9067,9067,c3fc764d-004a-46d0-8d17-9023d9d2614e,4,Polynesia,False,Diplomatic,126,2,7,24,46,3.0,92,8,6,4,0,4,Tradition,Authority
9068,9068,c59d9c33-f6ed-47c2-8ead-e5d95f4fc9e5,1,Siam,False,Diplomatic,97,1,7,13,75,7.0,100,8,6,2,0,3,Tradition,Tradition
9069,9069,c59d9c33-f6ed-47c2-8ead-e5d95f4fc9e5,2,The Huns,True,Diplomatic,120,2,6,20,45,6.0,100,7,4,0,0,4,Authority,Authority
9070,9070,c59d9c33-f6ed-47c2-8ead-e5d95f4fc9e5,3,Babylon,False,Diplomatic,99,1,5,13,9,8.0,100,7,3,0,0,4,Progress,Authority
